studentId,admissionNumber,rollNumber,firstName,lastName,gender,dateOfBirth,age,class,section,bloodGroup,religion,nationality,fatherName,parentMobileNumber,completeAddress,city,province,postalCode,attendancePercentage,totalMarksObtained,maxPossibleMarks,percentage,grade,passFailStatus,feeStatus,username,createdAt,English,Urdu,Mathematics,General Knowledge,General Science,Social Studies,History_Geography,Computer Education,Physics,Chemistry,Biology,Computer Science,Islamiat,Ethics,Pakistan Studies
STD943331,ADM371875,1,Haris,Abbasi,Male,2015-01-07,11,Class 5,A,O+,Islam,Pakistani,Haris Abbasi,+923006053841,"House No. 388, Road 8, Johar Town",Lahore,Punjab,54000,81%,378,600,63,B,Pass,Paid,haris.abbasi28,2026-07-16T19:29:03.941Z,70,63,53,NULL,69,66,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL,NULL
STD133436,ADM997941,9,Sidra,Sheikh,Female,2013-10-24,13,Class 7,A,B-,Christianity,Pakistani,Ali Sheikh,+923458234995,"House No. 477, Avenue 13, Samanabad",Lahore,Punjab,54000,85%,418,700,59.71,C,Pass,Paid,sidra.sheikh89,2026-07-16T19:29:03.942Z,53,72,59,NULL,55,NULL,73,53,NULL,NULL,NULL,NULL,NULL,53,NULL
STD541575,ADM512689,29,Sara,Butt,Female,2015-01-26,11,Class 6,C,AB+,Islam,Pakistani,Talha Butt,+923459750248,"House No. 125, Street 2, Bahria Town",Rawalpindi,Punjab,46000,82%,436,700,62.29,B,Pass,Paid,sara.butt65,2026-07-16T19:29:03.942Z,55,48,60,NULL,70,NULL,67,70,NULL,NULL,NULL,NULL,66,NULL,NULL
STD887954,ADM951083,4,Ali,Chaudhry,Male,2017-12-14,9,Class 3,A,AB+,Christianity,Pakistani,Muhammad Chaudhry,+923331800718,"House No. 117, Lane 2, Clifton",Karachi,Sindh,74200,72%,434,500,86.8,A+,Pass,Paid,ali.chaudhry47,2026-07-16T19:29:03.940Z,91,85,93,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL
STD108324,ADM212019,26,Usman,Butt,Male,2018-08-09,8,Class 3,C,AB+,Islam,Pakistani,Arsalan Butt,+923452791294,"House No. 177, Avenue 6, Sector F-10",Islamabad,Islamabad Capital Territory,44000,88%,209,500,41.8,D,Pass,Paid,usman.butt44,2026-07-16T19:29:03.940Z,43,37,43,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD140268,ADM025158,10,Arsalan,Khan,Male,2018-03-01,8,Class 3,A,AB-,Islam,Pakistani,Talha Khan,+923337343993,"House No. 495, Road 5, Bani Gala",Islamabad,Islamabad Capital Territory,44000,84%,275,500,55,C,Pass,Paid,arsalan.khan36,2026-07-16T19:29:03.940Z,46,65,47,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL,NULL
STD653384,ADM206447,19,Zainab,Ahmed,Female,2018-07-03,8,Class 3,B,O+,Hinduism,Pakistani,Omar Ahmed,+923006264428,"House No. 408, Street 3, Satellite Town",Rawalpindi,Punjab,46000,95%,472,500,94.4,A+,Pass,Paid,zainab.ahmed76,2026-07-16T19:29:03.940Z,97,89,97,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL
STD951867,ADM618431,6,Khadija,Siddiqui,Female,2016-01-07,10,Class 4,A,A+,Islam,Pakistani,Hamza Siddiqui,+923456813495,"House No. 44, Avenue 3, Defense (DHA)",Karachi,Sindh,74200,95%,537,600,89.5,A+,Pass,Paid,khadija.siddiqui81,2026-07-16T19:29:03.941Z,84,86,98,NULL,95,82,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL
STD151497,ADM331254,30,Sana,Mughal,Female,2012-07-22,14,Class 8,C,O-,Hinduism,Pakistani,Haris Mughal,+923029537172,"House No. 133, Road 11, Johar Town",Lahore,Punjab,54000,78%,443,700,63.29,B,Pass,Paid,sana.mughal54,2026-07-16T19:29:03.945Z,74,69,60,NULL,69,NULL,63,51,NULL,NULL,NULL,NULL,NULL,57,NULL
STD676945,ADM153373,25,Ayesha,Ali,Female,2015-11-10,11,Class 5,C,AB+,Islam,Pakistani,Muhammad Ali,+923013751147,"House No. 435, Avenue 14, Johar Town",Lahore,Punjab,54000,70%,369,600,61.5,B,Pass,Paid,ayesha.ali89,2026-07-16T19:29:03.941Z,55,52,70,NULL,60,66,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL
STD166996,ADM125333,23,Mustafa,Butt,Male,2013-08-03,13,Class 8,C,B-,Islam,Pakistani,Ali Butt,+923022303892,"House No. 148, Street 5, Gulshan-e-Iqbal",Karachi,Sindh,74200,97%,647,700,92.43,A+,Pass,Paid,mustafa.butt44,2026-07-16T19:29:03.944Z,88,87,94,NULL,98,NULL,91,92,NULL,NULL,NULL,NULL,97,NULL,NULL
STD943802,ADM199723,30,Ali,Malik,Male,2017-05-08,9,Class 3,C,B+,Hinduism,Pakistani,Hamza Malik,+923006659961,"House No. 449, Avenue 13, DHA Phase 5",Lahore,Punjab,54000,86%,188,500,37.6,D,Pass,Paid,ali.malik10,2026-07-16T19:29:03.941Z,40,38,39,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL
STD449003,ADM938543,5,Laiba,Butt,Female,2010-02-12,16,Class 10,A,B+,Islam,Pakistani,Talha Butt,+923338889835,"House No. 387, Avenue 5, DHA Phase 5",Lahore,Punjab,54000,71%,408,700,58.29,C,Pass,Paid,laiba.butt57,2026-07-16T19:29:03.945Z,56,46,71,NULL,NULL,NULL,NULL,NULL,51,47,NULL,NULL,75,NULL,62
STD124643,ADM009237,2,Usman,Ahmed,Male,2017-10-21,9,Class 3,A,AB-,Islam,Pakistani,Haris Ahmed,+923008372843,"House No. 348, Lane 12, Defense (DHA)",Karachi,Sindh,74200,94%,453,500,90.6,A+,Pass,Paid,usman.ahmed90,2026-07-16T19:29:03.940Z,100,89,92,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL
STD058741,ADM204219,29,Zainab,Mughal,Female,2011-11-17,15,Class 9,C,O-,Islam,Pakistani,Hamza Mughal,+923214851787,"House No. 428, Street 2, Sector F-10",Islamabad,Islamabad Capital Territory,44000,73%,531,600,88.5,A+,Pass,Unpaid,zainab.mughal68,2026-07-16T19:29:03.945Z,84,85,89,NULL,NULL,NULL,NULL,NULL,91,95,NULL,NULL,87,NULL,NULL
STD874336,ADM658404,11,Zainab,Qureshi,Female,2014-11-08,12,Class 6,B,B-,Islam,Pakistani,Mustafa Qureshi,+923011235840,"House No. 49, Road 2, Bahria Town",Rawalpindi,Punjab,46000,79%,651,700,93,A+,Pass,Paid,zainab.qureshi82,2026-07-16T19:29:03.942Z,99,92,85,NULL,96,NULL,100,84,NULL,NULL,NULL,NULL,95,NULL,NULL
STD311252,ADM239465,22,Bilal,Ahmed,Male,2014-01-07,12,Class 7,C,B+,Islam,Pakistani,Ahmed Ahmed,+923219830352,"House No. 115, Lane 14, Sector F-10",Islamabad,Islamabad Capital Territory,44000,71%,443,700,63.29,B,Pass,Paid,bilal.ahmed74,2026-07-16T19:29:03.944Z,58,63,66,NULL,66,NULL,69,51,NULL,NULL,NULL,NULL,70,NULL,NULL
STD980247,ADM813567,14,Laiba,Qureshi,Female,2015-10-04,11,Class 6,B,O+,Islam,Pakistani,Ali Qureshi,+923339345366,"House No. 32, Street 7, Bani Gala",Islamabad,Islamabad Capital Territory,44000,98%,637,700,91,A+,Pass,Paid,laiba.qureshi39,2026-07-16T19:29:03.942Z,84,94,91,NULL,100,NULL,92,91,NULL,NULL,NULL,NULL,85,NULL,NULL
STD204936,ADM922975,8,Mustafa,Malik,Male,2014-12-25,12,Class 7,A,B+,Islam,Pakistani,Abdullah Malik,+923333893898,"House No. 315, Street 2, Model Town",Lahore,Punjab,54000,90%,453,700,64.71,B,Pass,Paid,mustafa.malik19,2026-07-16T19:29:03.942Z,49,61,78,NULL,71,NULL,64,58,NULL,NULL,NULL,NULL,72,NULL,NULL
STD353239,ADM762858,12,Laiba,Shah,Female,2016-12-12,10,Class 5,B,A-,Islam,Pakistani,Mustafa Shah,+923026953431,"House No. 310, Avenue 14, Model Town",Lahore,Punjab,54000,93%,541,600,90.17,A+,Pass,Paid,laiba.shah85,2026-07-16T19:29:03.941Z,83,86,84,NULL,98,90,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL
STD311558,ADM757853,19,Ali,Chaudhry,Male,2012-11-21,14,Class 8,B,B-,Islam,Pakistani,Usman Chaudhry,+923022406110,"House No. 349, Avenue 2, Clifton",Karachi,Sindh,74200,95%,401,700,57.29,C,Pass,Paid,ali.chaudhry63,2026-07-16T19:29:03.944Z,69,78,60,NULL,46,NULL,47,54,NULL,NULL,NULL,NULL,47,NULL,NULL
STD038362,ADM516410,1,Khadija,Sheikh,Female,2014-06-17,12,Class 7,A,B+,Islam,Pakistani,Mustafa Sheikh,+923332173527,"House No. 96, Avenue 3, Chaklala Scheme III",Rawalpindi,Punjab,46000,90%,490,700,70,A,Pass,Unpaid,khadija.sheikh39,2026-07-16T19:29:03.942Z,59,78,73,NULL,72,NULL,60,75,NULL,NULL,NULL,NULL,73,NULL,NULL
STD033268,ADM403775,26,Mariam,Shah,Female,2014-07-09,12,Class 6,C,O+,Islam,Pakistani,Hamza Shah,+923001078688,"House No. 187, Road 1, Clifton",Karachi,Sindh,74200,88%,475,700,67.86,B,Pass,Paid,mariam.shah10,2026-07-16T19:29:03.942Z,75,49,74,NULL,78,NULL,50,73,NULL,NULL,NULL,NULL,76,NULL,NULL
STD856590,ADM503428,17,Saad,Siddiqui,Male,2016-10-18,10,Class 5,B,O-,Islam,Pakistani,Omar Siddiqui,+923338220098,"House No. 203, Avenue 7, DHA Phase 5",Lahore,Punjab,54000,75%,383,600,63.83,B,Pass,Paid,saad.siddiqui16,2026-07-16T19:29:03.941Z,56,67,52,NULL,65,74,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL,NULL
STD703583,ADM502857,25,Ahmed,Abbasi,Male,2019-10-21,7,Class 1,C,AB+,Islam,Pakistani,Mustafa Abbasi,+923022165838,"House No. 401, Street 2, Bahria Town",Rawalpindi,Punjab,46000,20%,0,500,0,N/A,Absent,Paid,ahmed.abbasi15,2026-07-16T19:29:03.939Z,A,A,A,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL
STD056610,ADM485322,14,Anum,Siddiqui,Female,2019-05-06,7,Class 2,B,B+,Islam,Pakistani,Zain Siddiqui,+923015397564,"House No. 321, Street 15, Saddar",Rawalpindi,Punjab,46000,79%,319,500,63.8,B,Pass,Paid,anum.siddiqui62,2026-07-16T19:29:03.940Z,76,47,68,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL
STD327034,ADM652639,18,Zain,Shah,Male,2018-11-19,8,Class 3,B,AB-,Hinduism,Pakistani,Fahad Shah,+923004793676,"House No. 127, Avenue 8, Clifton",Karachi,Sindh,74200,97%,290,500,58,C,Pass,Unpaid,zain.shah67,2026-07-16T19:29:03.940Z,60,49,57,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL
STD634594,ADM739396,11,Zainab,Khan,Female,2015-03-17,11,Class 5,B,A-,Hinduism,Pakistani,Fahad Khan,+923022069132,"House No. 147, Avenue 14, Samanabad",Lahore,Punjab,54000,89%,409,600,68.17,B,Pass,Unpaid,zainab.khan97,2026-07-16T19:29:03.941Z,51,79,66,NULL,76,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL
STD611444,ADM985556,26,Laiba,Sheikh,Female,2010-04-23,16,Class 10,C,A-,Hinduism,Pakistani,Bilal Sheikh,+923129350703,"House No. 495, Avenue 7, PECHS",Karachi,Sindh,74200,13%,0,700,0,N/A,Absent,Paid,laiba.sheikh52,2026-07-16T19:29:03.945Z,A,A,A,NULL,NULL,NULL,NULL,NULL,A,A,NULL,NULL,NULL,A,A
STD182987,ADM290524,16,Ayesha,Mughal,Female,2010-03-05,16,Class 10,B,O-,Christianity,Pakistani,Arsalan Mughal,+923211989157,"House No. 121, Lane 9, Bani Gala",Islamabad,Islamabad Capital Territory,44000,98%,440,700,62.86,B,Pass,Paid,ayesha.mughal34,2026-07-16T19:29:03.945Z,76,57,58,NULL,NULL,NULL,NULL,NULL,70,47,NULL,NULL,NULL,74,58
STD689393,ADM403740,24,Mahnoor,Siddiqui,Female,2010-03-12,16,Class 10,C,AB+,Christianity,Pakistani,Muhammad Siddiqui,+923333271233,"House No. 133, Street 11, North Nazimabad",Karachi,Sindh,74200,68%,429,700,61.29,B,Pass,Paid,mahnoor.siddiqui53,2026-07-16T19:29:03.945Z,76,55,67,NULL,NULL,NULL,NULL,NULL,49,56,NULL,NULL,NULL,49,77
STD406958,ADM167006,25,Amna,Sheikh,Female,2017-04-07,9,Class 4,C,O+,Islam,Pakistani,Fahad Sheikh,+923026160284,"House No. 213, Street 1, Sector G-11",Islamabad,Islamabad Capital Territory,44000,98%,550,600,91.67,A+,Pass,Paid,amna.sheikh16,2026-07-16T19:29:03.941Z,86,100,87,NULL,85,98,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,NULL
STD711760,ADM201943,12,Laiba,Sheikh,Female,2013-06-08,13,Class 8,B,AB-,Islam,Pakistani,Omar Sheikh,+923331822313,"House No. 267, Avenue 12, DHA Phase 5",Lahore,Punjab,54000,86%,449,700,64.14,B,Pass,Paid,laiba.sheikh74,2026-07-16T19:29:03.944Z,78,71,58,NULL,54,NULL,53,72,NULL,NULL,NULL,NULL,63,NULL,NULL
STD611188,ADM178919,17,Zainab,Malik,Female,2017-12-17,9,Class 3,B,AB+,Hinduism,Pakistani,Omar Malik,+923121254240,"House No. 364, Road 14, Bani Gala",Islamabad,Islamabad Capital Territory,44000,88%,448,500,89.6,A+,Pass,Unpaid,zainab.malik99,2026-07-16T19:29:03.940Z,90,88,92,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL
STD078976,ADM352129,19,Sana,Mughal,Female,2010-03-28,16,Class 10,B,B+,Christianity,Pakistani,Saad Mughal,+923004636269,"House No. 51, Street 4, Johar Town",Lahore,Punjab,54000,69%,631,700,90.14,A+,Pass,Unpaid,sana.mughal64,2026-07-16T19:29:03.945Z,93,92,99,NULL,NULL,NULL,NULL,NULL,90,80,NULL,NULL,NULL,87,90
STD025323,ADM387299,8,Bilal,Abbasi,Male,2020-11-01,6,Class 1,A,A-,Hinduism,Pakistani,Arsalan Abbasi,+923331484296,"House No. 80, Road 4, Sector G-11",Islamabad,Islamabad Capital Territory,44000,72%,317,500,63.4,B,Pass,Paid,bilal.abbasi89,2026-07-16T19:29:03.939Z,79,50,54,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,NULL
STD292412,ADM384685,29,Mustafa,Ahmed,Male,2011-03-16,15,Class 10,C,B+,Islam,Pakistani,Bilal Ahmed,+923008835736,"House No. 371, Lane 14, North Nazimabad",Karachi,Sindh,74200,94%,161,700,23,F,Fail,Paid,mustafa.ahmed51,2026-07-16T19:29:03.945Z,24,29,18,NULL,NULL,NULL,NULL,NULL,26,16,NULL,NULL,26,NULL,22
STD631452,ADM391945,12,Zain,Khan,Male,2017-01-04,9,Class 4,B,O+,Islam,Pakistani,Muhammad Khan,+923334078694,"House No. 452, Road 9, North Nazimabad",Karachi,Sindh,74200,90%,349,600,58.17,C,Pass,Paid,zain.khan88,2026-07-16T19:29:03.941Z,67,58,50,NULL,46,70,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,NULL
STD920040,ADM047813,9,Zainab,Mughal,Female,2016-02-06,10,Class 4,A,O+,Islam,Pakistani,Fahad Mughal,+923013887617,"House No. 254, Lane 14, Sector F-10",Islamabad,Islamabad Capital Territory,44000,65%,375,600,62.5,B,Pass,Paid,zainab.mughal64,2026-07-16T19:29:03.941Z,51,64,63,NULL,55,64,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL
STD585904,ADM514171,29,Hira,Chaudhry,Female,2019-01-08,7,Class 1,C,B+,Islam,Pakistani,Arsalan Chaudhry,+923459640277,"House No. 230, Avenue 15, Sector I-8",Islamabad,Islamabad Capital Territory,44000,96%,308,500,61.6,B,Pass,Unpaid,hira.chaudhry97,2026-07-16T19:29:03.939Z,45,46,77,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL
STD151114,ADM338362,21,Khadija,Shah,Female,2015-10-23,11,Class 6,C,O+,Islam,Pakistani,Ahmed Shah,+923331380259,"House No. 480, Road 6, Saddar",Rawalpindi,Punjab,46000,79%,146,700,20.86,F,Fail,Paid,khadija.shah23,2026-07-16T19:29:03.942Z,17,21,19,NULL,18,NULL,23,23,NULL,NULL,NULL,NULL,25,NULL,NULL
STD435937,ADM818225,25,Saba,Khan,Female,2018-05-08,8,Class 3,C,AB+,Islam,Pakistani,Usman Khan,+923217906448,"House No. 440, Road 5, Satellite Town",Rawalpindi,Punjab,46000,68%,294,500,58.8,C,Pass,Paid,saba.khan41,2026-07-16T19:29:03.940Z,51,64,59,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD647115,ADM871631,4,Omar,Ali,Male,2018-05-09,8,Class 2,A,O+,Islam,Pakistani,Arsalan Ali,+923459799644,"House No. 161, Road 4, Johar Town",Lahore,Punjab,54000,81%,319,500,63.8,B,Pass,Paid,omar.ali30,2026-07-16T19:29:03.939Z,72,59,53,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL
STD125802,ADM938218,10,Hamza,Khan,Male,2016-04-24,10,Class 5,A,B+,Islam,Pakistani,Ahmed Khan,+923025127973,"House No. 39, Lane 1, PECHS",Karachi,Sindh,74200,96%,355,600,59.17,C,Pass,Paid,hamza.khan89,2026-07-16T19:29:03.941Z,48,76,49,NULL,63,59,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL
STD611759,ADM882758,3,Saba,Siddiqui,Female,2015-09-24,11,Class 5,A,A+,Islam,Pakistani,Abdullah Siddiqui,+923219577610,"House No. 409, Avenue 4, Sector G-11",Islamabad,Islamabad Capital Territory,44000,87%,359,600,59.83,C,Pass,Paid,saba.siddiqui51,2026-07-16T19:29:03.941Z,66,67,48,NULL,61,65,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL
STD781461,ADM522425,28,Iqra,Mughal,Female,2015-04-14,11,Class 5,C,O-,Islam,Pakistani,Haris Mughal,+923015827597,"House No. 74, Road 15, Chaklala Scheme III",Rawalpindi,Punjab,46000,74%,515,600,85.83,A+,Pass,Paid,iqra.mughal42,2026-07-16T19:29:03.942Z,87,87,98,NULL,80,80,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL
STD513853,ADM869028,30,Abdullah,Khan,Male,2016-06-02,10,Class 5,C,AB-,Islam,Pakistani,Usman Khan,+923008143891,"House No. 352, Lane 4, Gulshan-e-Iqbal",Karachi,Sindh,74200,69%,128,600,21.33,F,Fail,Paid,abdullah.khan12,2026-07-16T19:29:03.942Z,32,23,30,NULL,14,12,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
STD738399,ADM701165,10,Fahad,Abbasi,Male,2019-01-03,7,Class 1,A,AB+,Islam,Pakistani,Abdullah Abbasi,+923016619847,"House No. 36, Avenue 11, Sector F-10",Islamabad,Islamabad Capital Territory,44000,88%,276,500,55.2,C,Pass,Paid,fahad.abbasi94,2026-07-16T19:29:03.939Z,56,50,67,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL
STD245091,ADM256979,15,Saba,Abbasi,Female,2016-07-11,10,Class 5,B,AB+,Christianity,Pakistani,Usman Abbasi,+923338902443,"House No. 314, Lane 6, Bahria Town",Rawalpindi,Punjab,46000,83%,353,600,58.83,C,Pass,Paid,saba.abbasi35,2026-07-16T19:29:03.941Z,52,63,77,NULL,57,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL
STD381710,ADM462013,4,Iqra,Khan,Female,2015-07-06,11,Class 5,A,AB+,Christianity,Pakistani,Hamza Khan,+923019326344,"House No. 396, Road 7, Gulberg",Lahore,Punjab,54000,98%,229,600,38.17,F,Fail,Paid,iqra.khan47,2026-07-16T19:29:03.941Z,32,41,48,NULL,37,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL
STD499461,ADM048727,15,Iqra,Qureshi,Female,2014-01-24,12,Class 7,B,B-,Islam,Pakistani,Ahmed Qureshi,+923027311217,"House No. 143, Street 3, Sector F-10",Islamabad,Islamabad Capital Territory,44000,100%,604,700,86.29,A+,Pass,Paid,iqra.qureshi11,2026-07-16T19:29:03.942Z,85,84,85,NULL,87,NULL,87,95,NULL,NULL,NULL,NULL,81,NULL,NULL
STD330716,ADM928204,15,Laiba,Chaudhry,Female,2020-06-06,6,Class 1,B,AB-,Hinduism,Pakistani,Abdullah Chaudhry,+923001810889,"House No. 387, Street 14, Sector I-8",Islamabad,Islamabad Capital Territory,44000,84%,312,500,62.4,B,Pass,Paid,laiba.chaudhry13,2026-07-16T19:29:03.939Z,54,69,68,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL
STD552840,ADM367044,30,Abdullah,Chaudhry,Male,2012-08-20,14,Class 9,C,O+,Christianity,Pakistani,Hamza Chaudhry,+923003328594,"House No. 87, Avenue 4, Johar Town",Lahore,Punjab,54000,83%,233,600,38.83,D,Pass,Paid,abdullah.chaudhry97,2026-07-16T19:29:03.945Z,40,45,34,NULL,NULL,NULL,NULL,NULL,36,36,NULL,NULL,NULL,42,NULL
STD226642,ADM386374,19,Sidra,Ali,Female,2019-03-07,7,Class 2,B,O+,Islam,Pakistani,Ahmed Ali,+923124419525,"House No. 29, Avenue 15, Bani Gala",Islamabad,Islamabad Capital Territory,44000,76%,307,500,61.4,B,Pass,Paid,sidra.ali33,2026-07-16T19:29:03.940Z,46,72,58,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL
STD822610,ADM324576,21,Fahad,Sheikh,Male,2010-03-16,16,Class 10,C,A-,Islam,Pakistani,Hamza Sheikh,+923452180507,"House No. 221, Road 6, Gulshan-e-Iqbal",Karachi,Sindh,74200,92%,442,700,63.14,B,Pass,Paid,fahad.sheikh38,2026-07-16T19:29:03.945Z,69,50,72,NULL,NULL,NULL,NULL,NULL,56,45,NULL,NULL,77,NULL,73
STD607914,ADM593484,12,Bilal,Qureshi,Male,2014-11-04,12,Class 6,B,O+,Islam,Pakistani,Omar Qureshi,+923007729244,"House No. 38, Lane 6, Satellite Town",Rawalpindi,Punjab,46000,93%,260,700,37.14,F,Fail,Paid,bilal.qureshi73,2026-07-16T19:29:03.942Z,38,33,48,NULL,41,NULL,38,31,NULL,NULL,NULL,NULL,31,NULL,NULL
STD902190,ADM719324,28,Bilal,Butt,Male,2014-11-19,12,Class 6,C,AB-,Islam,Pakistani,Fahad Butt,+923024984630,"House No. 98, Street 14, Defense (DHA)",Karachi,Sindh,74200,73%,634,700,90.57,A+,Pass,Paid,bilal.butt53,2026-07-16T19:29:03.942Z,82,97,99,NULL,85,NULL,84,89,NULL,NULL,NULL,NULL,98,NULL,NULL
STD869652,ADM112422,9,Talha,Mughal,Male,2010-05-02,16,Class 10,A,A+,Islam,Pakistani,Ahmed Mughal,+923006145317,"House No. 170, Lane 8, Sector G-11",Islamabad,Islamabad Capital Territory,44000,90%,472,700,67.43,B,Pass,Paid,talha.mughal82,2026-07-16T19:29:03.945Z,49,75,78,NULL,NULL,NULL,NULL,NULL,73,46,NULL,NULL,77,NULL,74
STD347817,ADM719018,20,Talha,Ahmed,Male,2012-06-27,14,Class 9,B,B-,Christianity,Pakistani,Abdullah Ahmed,+923016023773,"House No. 418, Avenue 2, DHA Phase 5",Lahore,Punjab,54000,69%,380,600,63.33,B,Pass,Paid,talha.ahmed40,2026-07-16T19:29:03.945Z,73,58,74,NULL,NULL,NULL,NULL,NULL,62,52,NULL,NULL,NULL,61,NULL
STD648667,ADM241163,27,Zain,Chaudhry,Male,2014-05-11,12,Class 7,C,AB+,Hinduism,Pakistani,Zain Chaudhry,+923218259166,"House No. 137, Road 11, Johar Town",Lahore,Punjab,54000,85%,641,700,91.57,A+,Pass,Unpaid,zain.chaudhry58,2026-07-16T19:29:03.944Z,96,80,89,NULL,86,NULL,99,100,NULL,NULL,NULL,NULL,NULL,91,NULL
STD277694,ADM097006,4,Sana,Mughal,Female,2012-12-10,14,Class 9,A,B-,Islam,Pakistani,Fahad Mughal,+923127495647,"House No. 272, Avenue 13, Satellite Town",Rawalpindi,Punjab,46000,82%,367,600,61.17,B,Pass,Paid,sana.mughal52,2026-07-16T19:29:03.945Z,76,59,46,NULL,NULL,NULL,NULL,NULL,58,53,NULL,NULL,75,NULL,NULL
STD724665,ADM661302,5,Mustafa,Siddiqui,Male,2011-03-07,15,Class 9,A,A-,Islam,Pakistani,Usman Siddiqui,+923127614481,"House No. 267, Street 8, Chaklala Scheme III",Rawalpindi,Punjab,46000,96%,326,600,54.33,C,Pass,Paid,mustafa.siddiqui66,2026-07-16T19:29:03.945Z,55,52,49,NULL,NULL,NULL,NULL,NULL,48,60,NULL,NULL,62,NULL,NULL
STD420154,ADM186484,17,Saba,Siddiqui,Female,2011-04-21,15,Class 10,B,A-,Hinduism,Pakistani,Mustafa Siddiqui,+923331275857,"House No. 356, Lane 5, Sector F-10",Islamabad,Islamabad Capital Territory,44000,86%,280,700,40,F,Fail,Paid,saba.siddiqui91,2026-07-16T19:29:03.945Z,42,48,36,NULL,NULL,NULL,NULL,NULL,48,30,NULL,NULL,NULL,30,46
STD348439,ADM459823,13,Zainab,Shah,Female,2013-03-05,13,Class 7,B,B-,Islam,Pakistani,Usman Shah,+923215824206,"House No. 214, Road 11, Gulshan-e-Iqbal",Karachi,Sindh,74200,100%,418,700,59.71,C,Pass,Paid,zainab.shah66,2026-07-16T19:29:03.942Z,61,57,50,NULL,71,NULL,74,46,NULL,NULL,NULL,NULL,59,NULL,NULL
STD741006,ADM885641,2,Iqra,Ahmed,Female,2012-09-19,14,Class 9,A,A+,Christianity,Pakistani,Mustafa Ahmed,+923027654083,"House No. 364, Lane 2, Gulberg",Lahore,Punjab,54000,74%,404,600,67.33,B,Pass,Unpaid,iqra.ahmed23,2026-07-16T19:29:03.945Z,62,68,75,NULL,NULL,NULL,NULL,NULL,69,77,NULL,NULL,NULL,53,NULL
STD469967,ADM886268,1,Muhammad,Malik,Male,2012-07-22,14,Class 9,A,AB-,Islam,Pakistani,Ahmed Malik,+923454858424,"House No. 223, Avenue 12, Gulberg",Lahore,Punjab,54000,99%,369,600,61.5,B,Pass,Paid,muhammad.malik61,2026-07-16T19:29:03.945Z,62,47,66,NULL,NULL,NULL,NULL,NULL,76,53,NULL,NULL,65,NULL,NULL
STD886679,ADM558178,26,Sara,Mughal,Female,2013-09-14,13,Class 7,C,A+,Islam,Pakistani,Abdullah Mughal,+923123664193,"House No. 136, Street 5, Clifton",Karachi,Sindh,74200,85%,299,700,42.71,D,Pass,Paid,sara.mughal87,2026-07-16T19:29:03.944Z,44,44,43,NULL,39,NULL,47,35,NULL,NULL,NULL,NULL,47,NULL,NULL
STD072721,ADM019640,27,Sara,Khan,Female,2012-11-25,14,Class 9,C,A+,Christianity,Pakistani,Ali Khan,+923332159447,"House No. 218, Street 2, North Nazimabad",Karachi,Sindh,74200,88%,555,600,92.5,A+,Pass,Paid,sara.khan99,2026-07-16T19:29:03.945Z,93,97,87,NULL,NULL,NULL,NULL,NULL,88,100,NULL,NULL,NULL,90,NULL
