"studentId","admissionNumber","rollNumber","firstName","lastName","gender","dateOfBirth","age","class","section","bloodGroup","religion","nationality","fatherName","motherName","guardianName","parentMobileNumber","parentEmail","completeAddress","city","province","postalCode","admissionDate","attendancePercentage","subjectWiseMarks.English","subjectWiseMarks.Urdu","subjectWiseMarks.Mathematics","subjectWiseMarks.General Knowledge","subjectWiseMarks.General Science","subjectWiseMarks.Social Studies","subjectWiseMarks.History_Geography","subjectWiseMarks.Computer Education","subjectWiseMarks.Physics","subjectWiseMarks.Chemistry","subjectWiseMarks.Biology","subjectWiseMarks.Computer Science","subjectWiseMarks.Pakistan Studies","subjectWiseMarks.Islamiat","subjectWiseMarks.Ethics","totalMarksObtained","maxPossibleMarks","percentage","grade","passFailStatus","feeStatus","transport","hostel","medicalNotes","username","password","createdAt","updatedAt"
"STD808380","ADM078447",28,"Sana","Malik","Female","2017-12-06", 9,"Class 3","C","B+","Hinduism","Pakistani","Muhammad Malik",NA,NA,"+923022773713",NA,"House No. 424, Road 9, Samanabad","Lahore","Punjab","54000",NA,"78%",73,74,47,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,309,500,61.80,"B","Pass","Paid",NA,NA,NA,"sana.malik88",NA,"2026-07-16T19:29:03.941Z",NA
"STD360634","ADM152604", 2,"Zainab","Qureshi","Female","2019-06-06", 7,"Class 1","A","AB-","Islam","Pakistani","Talha Qureshi",NA,NA,"+923014554952",NA,"House No. 468, Avenue 5, Clifton","Karachi","Sindh","74200",NA,"18%",A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,  0,500, 0.00,"N/A","Absent","Paid",NA,NA,NA,"zainab.qureshi71",NA,"2026-07-16T19:29:03.938Z",NA
"STD933548","ADM621912",13,"Laiba","Sheikh","Female","2012-02-04",14,"Class 8","B","AB+","Islam","Pakistani","Arsalan Sheikh",NA,NA,"+923339911633",NA,"House No. 307, Avenue 3, Saddar","Rawalpindi","Punjab","46000",NA,"73%",88,81,92,NA,84,NA, 87, 96,NA,NA,NA,NA,NA,89,NA,617,700,88.14,"A+","Pass","Unpaid",NA,NA,NA,"laiba.sheikh26",NA,"2026-07-16T19:29:03.944Z",NA
"STD534520","ADM225598", 8,"Haris","Chaudhry","Male","2014-06-03",12,"Class 6","A","B-","Hinduism","Pakistani","Usman Chaudhry",NA,NA,"+923218577928",NA,"House No. 401, Avenue 6, Satellite Town","Rawalpindi","Punjab","46000",NA,"65%",79,52,72,NA,45,NA, 73, 49,NA,NA,NA,NA,NA,NA,58,428,700,61.14,"B","Pass","Paid",NA,NA,NA,"haris.chaudhry34",NA,"2026-07-16T19:29:03.942Z",NA
"STD153452","ADM436924",26,"Bilal","Ali","Male","2019-04-01", 7,"Class 1","C","AB+","Islam","Pakistani","Ahmed Ali",NA,NA,"+923333338114",NA,"House No. 200, Avenue 1, Samanabad","Lahore","Punjab","54000",NA,"96%",79,67,71,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,357,500,71.40,"A","Pass","Paid",NA,NA,NA,"bilal.ali25",NA,"2026-07-16T19:29:03.939Z",NA
"STD980534","ADM264399", 8,"Iqra","Ali","Female","2011-02-19",15,"Class 10","A","A+","Hinduism","Pakistani","Haris Ali",NA,NA,"+923021805034",NA,"House No. 157, Lane 7, Model Town","Lahore","Punjab","54000",NA,"88%",46,59,48,NA,NA,NA,NA,NA,69,55,NA,NA,50,NA,46,373,700,53.29,"C","Pass","Paid",NA,NA,NA,"iqra.ali30",NA,"2026-07-16T19:29:03.945Z",NA
"STD790606","ADM060052", 5,"Hira","Mughal","Female","2019-06-03", 7,"Class 2","A","B+","Christianity","Pakistani","Zain Mughal",NA,NA,"+923128207755",NA,"House No. 90, Avenue 7, PECHS","Karachi","Sindh","74200",NA,"92%",50,57,47,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,276,500,55.20,"C","Pass","Paid",NA,NA,NA,"hira.mughal87",NA,"2026-07-16T19:29:03.939Z",NA
"STD415515","ADM406267",17,"Zain","Chaudhry","Male","2012-08-16",14,"Class 9","B","B-","Hinduism","Pakistani","Mustafa Chaudhry",NA,NA,"+923456093965",NA,"House No. 105, Street 10, Chaklala Scheme III","Rawalpindi","Punjab","46000",NA,"91%",91,90,99,NA,NA,NA,NA,NA,82,89,NA,NA,NA,NA,91,542,600,90.33,"A+","Pass","Unpaid",NA,NA,NA,"zain.chaudhry85",NA,"2026-07-16T19:29:03.945Z",NA
"STD087223","ADM755594", 7,"Saad","Sheikh","Male","2019-03-01", 7,"Class 2","A","A+","Islam","Pakistani","Saad Sheikh",NA,NA,"+923213396026",NA,"House No. 474, Street 4, Sector F-10","Islamabad","Islamabad Capital Territory","44000",NA,"91%",51,65,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,321,500,64.20,"B","Pass","Paid",NA,NA,NA,"saad.sheikh48",NA,"2026-07-16T19:29:03.940Z",NA
"STD551055","ADM967987",12,"Ahmed","Ahmed","Male","2011-12-01",15,"Class 9","B","O-","Hinduism","Pakistani","Abdullah Ahmed",NA,NA,"+923028658208",NA,"House No. 263, Street 7, Bahria Town","Rawalpindi","Punjab","46000",NA,"91%",54,50,67,NA,NA,NA,NA,NA,73,54,NA,NA,NA,NA,52,350,600,58.33,"C","Pass","Unpaid",NA,NA,NA,"ahmed.ahmed14",NA,"2026-07-16T19:29:03.945Z",NA
"STD582942","ADM102525",19,"Fahad","Khan","Male","2020-07-24", 6,"Class 1","B","O-","Hinduism","Pakistani","Talha Khan",NA,NA,"+923215630030",NA,"House No. 107, Street 9, Chaklala Scheme III","Rawalpindi","Punjab","46000",NA,"98%",56,73,76,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,344,500,68.80,"B","Pass","Unpaid",NA,NA,NA,"fahad.khan15",NA,"2026-07-16T19:29:03.939Z",NA
"STD613326","ADM752161", 8,"Mahnoor","Qureshi","Female","2012-03-21",14,"Class 9","A","AB-","Islam","Pakistani","Ahmed Qureshi",NA,NA,"+923122462282",NA,"House No. 57, Avenue 14, Saddar","Rawalpindi","Punjab","46000",NA,"75%",65,63,70,NA,NA,NA,NA,NA,71,75,NA,NA,NA,71,NA,415,600,69.17,"B","Pass","Paid",NA,NA,NA,"mahnoor.qureshi61",NA,"2026-07-16T19:29:03.945Z",NA
"STD650236","ADM552846", 3,"Saba","Qureshi","Female","2020-01-11", 6,"Class 1","A","O+","Islam","Pakistani","Ahmed Qureshi",NA,NA,"+923028984273",NA,"House No. 435, Road 8, Defense (DHA)","Karachi","Sindh","74200",NA,"85%",31,30,48,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,198,500,39.60,"F","Fail","Unpaid",NA,NA,NA,"saba.qureshi96",NA,"2026-07-16T19:29:03.938Z",NA
"STD476704","ADM563248",13,"Hamza","Khan","Male","2011-01-04",15,"Class 10","B","AB+","Islam","Pakistani","Ali Khan",NA,NA,"+923336138295",NA,"House No. 278, Avenue 3, DHA Phase 5","Lahore","Punjab","54000",NA,"92%",16,26,20,NA,NA,NA,NA,NA,14,22,NA,NA,21,18,NA,137,700,19.57,"F","Fail","Paid",NA,NA,NA,"hamza.khan54",NA,"2026-07-16T19:29:03.945Z",NA
"STD657691","ADM664482",15,"Mariam","Ali","Female","2018-07-06", 8,"Class 3","B","B-","Islam","Pakistani","Omar Ali",NA,NA,"+923025059102",NA,"House No. 204, Road 8, Gulshan-e-Iqbal","Karachi","Sindh","74200",NA,"73%",91,99,98,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,470,500,94.00,"A+","Pass","Unpaid",NA,NA,NA,"mariam.ali86",NA,"2026-07-16T19:29:03.940Z",NA
"STD118317","ADM147540", 3,"Mahnoor","Malik","Female","2012-12-06",14,"Class 8","A","O+","Christianity","Pakistani","Abdullah Malik",NA,NA,"+923122321376",NA,"House No. 159, Lane 11, Gulberg","Lahore","Punjab","54000",NA,"75%",50,58,60,NA,79,NA, 45, 56,NA,NA,NA,NA,NA,NA,76,424,700,60.57,"B","Pass","Paid",NA,NA,NA,"mahnoor.malik21",NA,"2026-07-16T19:29:03.944Z",NA
"STD523910","ADM216575", 6,"Sara","Ahmed","Female","2011-04-04",15,"Class 9","A","B-","Islam","Pakistani","Fahad Ahmed",NA,NA,"+923021451289",NA,"House No. 4, Avenue 4, Satellite Town","Rawalpindi","Punjab","46000",NA,"90%",59,77,66,NA,NA,NA,NA,NA,62,52,NA,NA,NA,77,NA,393,600,65.50,"B","Pass","Paid",NA,NA,NA,"sara.ahmed82",NA,"2026-07-16T19:29:03.945Z",NA
"STD640909","ADM798120",24,"Mustafa","Qureshi","Male","2018-11-21", 8,"Class 3","C","A+","Christianity","Pakistani","Talha Qureshi",NA,NA,"+923332631245",NA,"House No. 331, Road 10, PECHS","Karachi","Sindh","74200",NA,"86%",61,61,51,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,322,500,64.40,"B","Pass","Unpaid",NA,NA,NA,"mustafa.qureshi50",NA,"2026-07-16T19:29:03.940Z",NA
"STD025689","ADM961344",20,"Amna","Ali","Female","2011-02-07",15,"Class 10","B","A+","Islam","Pakistani","Omar Ali",NA,NA,"+923005855256",NA,"House No. 18, Street 3, Chaklala Scheme III","Rawalpindi","Punjab","46000",NA,"74%",100,81,81,NA,NA,NA,NA,NA,90,87,NA,NA,84,95,NA,618,700,88.29,"A+","Pass","Unpaid",NA,NA,NA,"amna.ali15",NA,"2026-07-16T19:29:03.945Z",NA
"STD379738","ADM350543", 2,"Saad","Shah","Male","2016-02-07",10,"Class 5","A","O+","Islam","Pakistani","Fahad Shah",NA,NA,"+923126585475",NA,"House No. 140, Lane 6, Bani Gala","Islamabad","Islamabad Capital Territory","44000",NA,"89%",91,100,81,NA,98,90,NA,NA,NA,NA,NA,NA,NA,84,NA,544,600,90.67,"A+","Pass","Paid",NA,NA,NA,"saad.shah33",NA,"2026-07-16T19:29:03.941Z",NA
"STD798144","ADM791023",22,"Mariam","Siddiqui","Female","2019-03-25", 7,"Class 2","C","A+","Islam","Pakistani","Ali Siddiqui",NA,NA,"+923212018651",NA,"House No. 264, Lane 15, Gulshan-e-Iqbal","Karachi","Sindh","74200",NA,"79%",84,83,90,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,424,500,84.80,"A+","Pass","Paid",NA,NA,NA,"mariam.siddiqui83",NA,"2026-07-16T19:29:03.940Z",NA
"STD114715","ADM032053",18,"Ahmed","Chaudhry","Male","2019-07-01", 7,"Class 2","B","B+","Hinduism","Pakistani","Ahmed Chaudhry",NA,NA,"+923216120535",NA,"House No. 369, Street 4, PECHS","Karachi","Sindh","74200",NA,"82%",55,52,60,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,308,500,61.60,"B","Pass","Unpaid",NA,NA,NA,"ahmed.chaudhry89",NA,"2026-07-16T19:29:03.940Z",NA
"STD166314","ADM028319",16,"Arsalan","Mughal","Male","2011-03-15",15,"Class 9","B","B-","Christianity","Pakistani","Omar Mughal",NA,NA,"+923002796546",NA,"House No. 346, Lane 9, Johar Town","Lahore","Punjab","54000",NA,"93%",64,60,45,NA,NA,NA,NA,NA,71,46,NA,NA,NA,NA,54,340,600,56.67,"C","Pass","Paid",NA,NA,NA,"arsalan.mughal39",NA,"2026-07-16T19:29:03.945Z",NA
"STD685579","ADM885155", 9,"Fahad","Siddiqui","Male","2018-05-27", 8,"Class 3","A","AB-","Islam","Pakistani","Saad Siddiqui",NA,NA,"+923331507070",NA,"House No. 183, Street 9, Model Town","Lahore","Punjab","54000",NA,"75%",87,81,96,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,448,500,89.60,"A+","Pass","Unpaid",NA,NA,NA,"fahad.siddiqui34",NA,"2026-07-16T19:29:03.940Z",NA
"STD010418","ADM029787",16,"Mahnoor","Qureshi","Female","2014-03-20",12,"Class 7","B","AB-","Islam","Pakistani","Zain Qureshi",NA,NA,"+923029432090",NA,"House No. 414, Lane 3, Bani Gala","Islamabad","Islamabad Capital Territory","44000",NA,"77%",56,59,56,NA,69,NA, 73, 55,NA,NA,NA,NA,NA,63,NA,431,700,61.57,"B","Pass","Paid",NA,NA,NA,"mahnoor.qureshi23",NA,"2026-07-16T19:29:03.942Z",NA
"STD310438","ADM271430",15,"Talha","Abbasi","Male","2019-09-12", 7,"Class 2","B","O-","Islam","Pakistani","Muhammad Abbasi",NA,NA,"+923123560699",NA,"House No. 214, Street 12, DHA Phase 5","Lahore","Punjab","54000",NA,"25%",A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,  0,500, 0.00,"N/A","Absent","Paid",NA,NA,NA,"talha.abbasi62",NA,"2026-07-16T19:29:03.940Z",NA
"STD565430","ADM674119",20,"Hira","Shah","Female","2020-04-07", 6,"Class 1","B","B+","Hinduism","Pakistani","Hamza Shah",NA,NA,"+923122132153",NA,"House No. 462, Avenue 7, Samanabad","Lahore","Punjab","54000",NA,"77%",46,50,48,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,290,500,58.00,"C","Pass","Paid",NA,NA,NA,"hira.shah92",NA,"2026-07-16T19:29:03.939Z",NA
"STD621657","ADM568474",18,"Saad","Ali","Male","2019-05-14", 7,"Class 1","B","AB+","Hinduism","Pakistani","Abdullah Ali",NA,NA,"+923127842837",NA,"House No. 264, Lane 10, DHA Phase 5","Lahore","Punjab","54000",NA,"89%",49,64,68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,314,500,62.80,"B","Pass","Paid",NA,NA,NA,"saad.ali92",NA,"2026-07-16T19:29:03.939Z",NA
"STD655980","ADM887481",27,"Ahmed","Shah","Male","2013-02-09",13,"Class 8","C","B+","Islam","Pakistani","Ali Shah",NA,NA,"+923128448448",NA,"House No. 103, Avenue 13, Satellite Town","Rawalpindi","Punjab","46000",NA,"70%",77,59,73,NA,64,NA, 62, 62,NA,NA,NA,NA,NA,60,NA,457,700,65.29,"B","Pass","Paid",NA,NA,NA,"ahmed.shah36",NA,"2026-07-16T19:29:03.944Z",NA
"STD632779","ADM767060",19,"Muhammad","Ahmed","Male","2014-09-09",12,"Class 6","B","AB+","Islam","Pakistani","Muhammad Ahmed",NA,NA,"+923215421689",NA,"House No. 246, Lane 13, Gulshan-e-Iqbal","Karachi","Sindh","74200",NA,"74%",64,45,65,NA,48,NA, 61, 74,NA,NA,NA,NA,NA,61,NA,418,700,59.71,"C","Pass","Paid",NA,NA,NA,"muhammad.ahmed94",NA,"2026-07-16T19:29:03.942Z",NA
"STD648667","ADM241163",27,"Zain","Chaudhry","Male","2014-05-11",12,"Class 7","C","AB+","Hinduism","Pakistani","Zain Chaudhry",NA,NA,"+923218259166",NA,"House No. 137, Road 11, Johar Town","Lahore","Punjab","54000",NA,"85%",96,80,89,NA,86,NA, 99,100,NA,NA,NA,NA,NA,NA,91,641,700,91.57,"A+","Pass","Unpaid",NA,NA,NA,"zain.chaudhry58",NA,"2026-07-16T19:29:03.944Z",NA
"STD689393","ADM403740",24,"Mahnoor","Siddiqui","Female","2010-03-12",16,"Class 10","C","AB+","Christianity","Pakistani","Muhammad Siddiqui",NA,NA,"+923125051900",NA,"House No. 133, Street 11, North Nazimabad","Karachi","Sindh","74200",NA,"68%",76,55,67,NA,NA,NA,NA,NA,49,56,NA,NA,77,NA,49,429,700,61.29,"B","Pass","Unpaid",NA,NA,NA,"mahnoor.siddiqui53",NA,"2026-07-16T19:29:03.945Z",NA
"STD273270","ADM948575",25,"Talha","Khan","Male","2012-07-13",14,"Class 9","C","AB+","Christianity","Pakistani","Omar Khan",NA,NA,"+923218660208",NA,"House No. 16, Avenue 3, Gulberg","Lahore","Punjab","54000",NA,"72%",60,68,61,NA,NA,NA,NA,NA,79,66,NA,NA,NA,NA,49,383,600,63.83,"B","Pass","Paid",NA,NA,NA,"talha.khan56",NA,"2026-07-16T19:29:03.945Z",NA
"STD412509","ADM762311", 5,"Ali","Khan","Male","2015-12-18",11,"Class 6","A","O+","Islam","Pakistani","Haris Khan",NA,NA,"+923028700579",NA,"House No. 295, Road 3, Chaklala Scheme III","Rawalpindi","Punjab","46000",NA,"96%",68,76,46,NA,72,NA, 74, 65,NA,NA,NA,NA,NA,52,NA,453,700,64.71,"B","Pass","Paid",NA,NA,NA,"ali.khan30",NA,"2026-07-16T19:29:03.942Z",NA
"STD062559","ADM296250",30,"Muhammad","Khan","Male","2010-01-19",16,"Class 10","C","A-","Hinduism","Pakistani","Fahad Khan",NA,NA,"+923216735323",NA,"House No. 339, Road 9, Chaklala Scheme III","Rawalpindi","Punjab","46000",NA,"78%",30,19,25,NA,NA,NA,NA,NA,29,20,NA,NA,12,NA,17,152,700,21.71,"F","Fail","Paid",NA,NA,NA,"muhammad.khan61",NA,"2026-07-16T19:29:03.945Z",NA
"STD979718","ADM369068", 1,"Iqra","Mughal","Female","2018-09-24", 8,"Class 3","A","O-","Islam","Pakistani","Arsalan Mughal",NA,NA,"+923018824981",NA,"House No. 410, Road 12, DHA Phase 5","Lahore","Punjab","54000",NA,"97%",51,79,50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,301,500,60.20,"B","Pass","Paid",NA,NA,NA,"iqra.mughal19",NA,"2026-07-16T19:29:03.940Z",NA
"STD357655","ADM712930",15,"Omar","Siddiqui","Male","2016-09-25",10,"Class 4","B","O-","Islam","Pakistani","Hamza Siddiqui",NA,NA,"+923027146843",NA,"House No. 499, Street 2, Model Town","Lahore","Punjab","54000",NA,"71%",39,31,32,NA,31,32,NA,NA,NA,NA,NA,NA,NA,35,NA,200,600,33.33,"F","Fail","Paid",NA,NA,NA,"omar.siddiqui73",NA,"2026-07-16T19:29:03.941Z",NA
"STD403270","ADM958394",21,"Hira","Mughal","Female","2018-08-12", 8,"Class 2","C","B+","Islam","Pakistani","Saad Mughal",NA,NA,"+923453154022",NA,"House No. 435, Street 2, Samanabad","Lahore","Punjab","54000",NA,"91%",81,88,100,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,434,500,86.80,"A+","Pass","Paid",NA,NA,NA,"hira.mughal10",NA,"2026-07-16T19:29:03.940Z",NA
"STD430478","ADM772272", 9,"Fatima","Khan","Female","2014-03-19",12,"Class 6","A","AB+","Islam","Pakistani","Fahad Khan",NA,NA,"+923006479292",NA,"House No. 59, Lane 1, Model Town","Lahore","Punjab","54000",NA,"97%",72,79,62,NA,53,NA, 48, 52,NA,NA,NA,NA,NA,61,NA,427,700,61.00,"B","Pass","Paid",NA,NA,NA,"fatima.khan75",NA,"2026-07-16T19:29:03.942Z",NA
"STD918931","ADM744411",13,"Mustafa","Abbasi","Male","2015-02-28",11,"Class 6","B","B+","Christianity","Pakistani","Hamza Abbasi",NA,NA,"+923457146008",NA,"House No. 493, Street 14, Samanabad","Lahore","Punjab","54000",NA,"89%",61,52,75,NA,67,NA, 77, 58,NA,NA,NA,NA,NA,NA,70,460,700,65.71,"B","Pass","Paid",NA,NA,NA,"mustafa.abbasi51",NA,"2026-07-16T19:29:03.942Z",NA
"STD678285","ADM256252", 6,"Mustafa","Mughal","Male","2014-12-04",12,"Class 6","A","AB+","Hinduism","Pakistani","Saad Mughal",NA,NA,"+923125010695",NA,"House No. 289, Avenue 15, Clifton","Karachi","Sindh","74200",NA,"76%",78,67,49,NA,67,NA, 56, 65,NA,NA,NA,NA,NA,NA,64,446,700,63.71,"B","Pass","Paid",NA,NA,NA,"mustafa.mughal70",NA,"2026-07-16T19:29:03.942Z",NA
"STD452205","ADM343718",11,"Hamza","Mughal","Male","2018-09-01", 8,"Class 2","B","B+","Islam","Pakistani","Fahad Mughal",NA,NA,"+923334376727",NA,"House No. 453, Road 14, Satellite Town","Rawalpindi","Punjab","46000",NA,"88%",76,54,58,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,306,500,61.20,"B","Pass","Paid",NA,NA,NA,"hamza.mughal70",NA,"2026-07-16T19:29:03.940Z",NA
"STD181070","ADM762880",14,"Ayesha","Mughal","Female","2013-05-06",13,"Class 8","B","A+","Islam","Pakistani","Zain Mughal",NA,NA,"+923006254850",NA,"House No. 362, Avenue 12, Samanabad","Lahore","Punjab","54000",NA,"82%",18,23,21,NA,23,NA, 12, 21,NA,NA,NA,NA,NA,13,NA,131,700,18.71,"F","Fail","Unpaid",NA,NA,NA,"ayesha.mughal35",NA,"2026-07-16T19:29:03.944Z",NA
"STD816731","ADM870045",26,"Anum","Shah","Female","2016-01-12",10,"Class 4","C","AB+","Islam","Pakistani","Ali Shah",NA,NA,"+923335993987",NA,"House No. 257, Road 3, Gulshan-e-Iqbal","Karachi","Sindh","74200",NA,"65%",60,57,77,NA,49,77,NA,NA,NA,NA,NA,NA,NA,48,NA,368,600,61.33,"B","Pass","Paid",NA,NA,NA,"anum.shah40",NA,"2026-07-16T19:29:03.941Z",NA
"STD194228","ADM170061",22,"Abdullah","Ali","Male","2019-12-06", 7,"Class 1","C","A+","Hinduism","Pakistani","Talha Ali",NA,NA,"+923331217343",NA,"House No. 65, Lane 1, Model Town","Lahore","Punjab","54000",NA,"66%",95,96,99,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,474,500,94.80,"A+","Pass","Paid",NA,NA,NA,"abdullah.ali66",NA,"2026-07-16T19:29:03.939Z",NA
"STD022601","ADM876248",25,"Ayesha","Siddiqui","Female","2012-08-23",14,"Class 8","C","O-","Islam","Pakistani","Zain Siddiqui",NA,NA,"+923451292892",NA,"House No. 180, Lane 8, North Nazimabad","Karachi","Sindh","74200",NA,"84%",54,79,52,NA,64,NA, 67, 79,NA,NA,NA,NA,NA,63,NA,458,700,65.43,"B","Pass","Paid",NA,NA,NA,"ayesha.siddiqui59",NA,"2026-07-16T19:29:03.944Z",NA
"STD661913","ADM974680",19,"Zainab","Ahmed","Female","2013-08-24",13,"Class 7","B","AB+","Hinduism","Pakistani","Saad Ahmed",NA,NA,"+923335578745",NA,"House No. 282, Road 10, Sector F-10","Islamabad","Islamabad Capital Territory","44000",NA,"68%",79,70,71,NA,46,NA, 64, 48,NA,NA,NA,NA,NA,NA,73,451,700,64.43,"B","Pass","Paid",NA,NA,NA,"zainab.ahmed75",NA,"2026-07-16T19:29:03.942Z",NA
"STD837794","ADM929603", 7,"Omar","Sheikh","Male","2012-09-20",14,"Class 9","A","B+","Christianity","Pakistani","Bilal Sheikh",NA,NA,"+923212956613",NA,"House No. 431, Street 9, Defense (DHA)","Karachi","Sindh","74200",NA,"92%",65,48,63,NA,NA,NA,NA,NA,75,51,NA,NA,NA,NA,77,379,600,63.17,"B","Pass","Paid",NA,NA,NA,"omar.sheikh13",NA,"2026-07-16T19:29:03.945Z",NA
"STD890206","ADM092293",10,"Hira","Abbasi","Female","2016-05-16",10,"Class 4","A","B-","Hinduism","Pakistani","Arsalan Abbasi",NA,NA,"+923019843245",NA,"House No. 111, Street 1, DHA Phase 5","Lahore","Punjab","54000",NA,"93%",84,100,95,NA,91,88,NA,NA,NA,NA,NA,NA,NA,NA,96,554,600,92.33,"A+","Pass","Paid",NA,NA,NA,"hira.abbasi88",NA,"2026-07-16T19:29:03.941Z",NA
"STD695897","ADM123764", 1,"Saad","Siddiqui","Male","2013-04-05",13,"Class 8","A","AB-","Islam","Pakistani","Haris Siddiqui",NA,NA,"+923121916766",NA,"House No. 165, Avenue 4, Sector I-8","Islamabad","Islamabad Capital Territory","44000",NA,"68%",84,97,90,NA,83,NA, 94, 97,NA,NA,NA,NA,NA,100,NA,645,700,92.14,"A+","Pass","Paid",NA,NA,NA,"saad.siddiqui94",NA,"2026-07-16T19:29:03.944Z",NA
"STD327034","ADM652639",18,"Zain","Shah","Male","2018-11-19", 8,"Class 3","B","AB-","Hinduism","Pakistani","Fahad Shah",NA,NA,"+923004793676",NA,"House No. 127, Avenue 8, Clifton","Karachi","Sindh","74200",NA,"97%",60,49,57,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,290,500,58.00,"C","Pass","Unpaid",NA,NA,NA,"zain.shah67",NA,"2026-07-16T19:29:03.940Z",NA
"STD057756","ADM275324",12,"Fatima","Chaudhry","Female","2018-08-18", 8,"Class 3","B","B-","Islam","Pakistani","Usman Chaudhry",NA,NA,"+923126735763",NA,"House No. 81, Avenue 3, North Nazimabad","Karachi","Sindh","74200",NA,"65%",55,57,53,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,284,500,56.80,"C","Pass","Unpaid",NA,NA,NA,"fatima.chaudhry13",NA,"2026-07-16T19:29:03.940Z",NA
"STD992278","ADM770800",30,"Iqra","Siddiqui","Female","2018-04-09", 8,"Class 2","C","O+","Christianity","Pakistani","Muhammad Siddiqui",NA,NA,"+923211012288",NA,"House No. 212, Street 12, Sector I-8","Islamabad","Islamabad Capital Territory","44000",NA,"69%",46,37,37,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,204,500,40.80,"D","Pass","Paid",NA,NA,NA,"iqra.siddiqui51",NA,"2026-07-16T19:29:03.940Z",NA
"STD264719","ADM516021",18,"Bilal","Mughal","Male","2016-02-16",10,"Class 5","B","B-","Islam","Pakistani","Bilal Mughal",NA,NA,"+923023631438",NA,"House No. 224, Avenue 11, Satellite Town","Rawalpindi","Punjab","46000",NA,"81%",71,70,71,NA,71,48,NA,NA,NA,NA,NA,NA,NA,60,NA,391,600,65.17,"B","Pass","Unpaid",NA,NA,NA,"bilal.mughal87",NA,"2026-07-16T19:29:03.941Z",NA
"STD902248","ADM287006",18,"Mahnoor","Qureshi","Female","2012-10-09",14,"Class 9","B","B-","Islam","Pakistani","Haris Qureshi",NA,NA,"+923334415619",NA,"House No. 61, Road 7, Gulshan-e-Iqbal","Karachi","Sindh","74200",NA,"75%",86,98,97,NA,NA,NA,NA,NA,98,92,NA,NA,NA,89,NA,560,600,93.33,"A+","Pass","Paid",NA,NA,NA,"mahnoor.qureshi94",NA,"2026-07-16T19:29:03.945Z",NA
"STD385351","ADM490375",11,"Saad","Mughal","Male","2016-04-26",10,"Class 4","B","AB+","Christianity","Pakistani","Saad Mughal",NA,NA,"+923003801842",NA,"House No. 359, Lane 8, Sector F-10","Islamabad","Islamabad Capital Territory","44000",NA,"78%",62,57,53,NA,65,71,NA,NA,NA,NA,NA,NA,NA,NA,77,385,600,64.17,"B","Pass","Paid",NA,NA,NA,"saad.mughal17",NA,"2026-07-16T19:29:03.941Z",NA
"STD809540","ADM395216",28,"Usman","Shah","Male","2013-11-14",13,"Class 7","C","B+","Islam","Pakistani","Usman Shah",NA,NA,"+923028305477",NA,"House No. 198, Lane 8, DHA Phase 5","Lahore","Punjab","54000",NA,"74%",95,93,81,NA,96,NA, 88, 85,NA,NA,NA,NA,NA,88,NA,626,700,89.43,"A+","Pass","Paid",NA,NA,NA,"usman.shah16",NA,"2026-07-16T19:29:03.944Z",NA
"STD328435","ADM163428",22,"Mariam","Siddiqui","Female","2012-10-12",14,"Class 8","C","A-","Islam","Pakistani","Fahad Siddiqui",NA,NA,"+923126086279",NA,"House No. 199, Road 8, Sector I-8","Islamabad","Islamabad Capital Territory","44000",NA,"66%",49,68,62,NA,59,NA, 79, 57,NA,NA,NA,NA,NA,62,NA,436,700,62.29,"B","Pass","Unpaid",NA,NA,NA,"mariam.siddiqui54",NA,"2026-07-16T19:29:03.944Z",NA
